tribal_name,year,ff_days,near_thresh_days,temp_mean,temp_max,rh_mean,rh_min,wind_mean,wind_max,bi_mean,bi_max,criteria_mean
Kiowa-Comanche-Apache-Fort Sill Apache,2022,8,56,91.04880434782612,112.37000000000006,27.35271739130435,7.0,9.695432880434783,21.922012000000002,41.69565217391305,83.0,1.891304347826087
Kiowa-Comanche-Apache-Fort Sill Apache,2023,1,45,90.30532608695657,109.67000000000006,30.717934782608697,8.6,9.20427866304348,17.000744,33.880434782608695,82.0,1.565217391304348
Kiowa-Comanche-Apache-Fort Sill Apache,2024,3,46,92.01630434782612,110.57000000000006,29.172282608695657,6.0,9.737983369565217,21.474624000000006,40.5,81.0,1.7880434782608696
Osage,2000,1,10,86.34630434782612,107.51000000000008,42.294021739130436,10.700000000000001,8.992741945652176,21.027236000000002,24.88586956521739,69.0,1.0217391304347827
Osage,2001,0,2,86.33456521739136,106.61000000000008,39.73206521739131,12.3,9.009762141304348,19.908766000000004,26.86413043478261,57.0,0.8369565217391305
Osage,2002,0,0,82.74336956521744,101.03000000000004,44.9554347826087,23.200000000000003,9.131334967391306,21.25093,21.070652173913043,50.0,0.7119565217391305
Osage,2003,0,1,84.18043478260874,104.81000000000009,43.71739130434783,19.6,8.291266739130435,18.566602000000003,21.668478260869566,52.0,0.7391304347826086
Osage,2004,0,2,83.21489130434787,98.15,46.151630434782604,14.3,9.381774989130436,19.01399,22.543478260869566,52.0,0.7934782608695652
Osage,2005,0,3,85.31619565217396,104.99000000000002,40.853260869565226,17.5,8.525902293478262,16.553356,22.880434782608695,54.0,0.875
Osage,2006,1,8,86.27782608695657,106.61000000000008,33.99619565217392,15.0,9.155649532608697,19.908766000000004,28.282608695652176,63.0,1.0815217391304348
Osage,2007,0,0,83.76956521739133,99.77000000000007,47.86467391304348,25.5,8.469978793478262,20.132460000000002,17.940217391304348,48.0,0.7771739130434783
Osage,2008,0,0,83.18554347826091,100.85,45.27445652173913,20.8,9.054744086956521,25.501116000000003,21.57608695652174,49.0,0.7445652173913043
Osage,2009,0,2,81.1977173913044,105.35,44.072826086956525,14.5,8.876032032608697,17.448132,18.61413043478261,55.0,0.717391304347826
Osage,2010,1,5,85.91782608695655,104.63000000000004,40.49619565217392,11.8,9.463228782608697,19.461378000000003,26.418478260869566,61.0,1.0271739130434783
Osage,2011,9,47,92.689347826087,112.19000000000003,24.684782608695652,7.1000000000000005,10.159841076086957,24.830034000000005,36.32065217391305,77.0,1.8641304347826086
Osage,2012,2,67,91.34423913043483,114.17000000000006,26.250543478260873,4.0,9.716100260869567,21.25093,40.56521739130435,75.0,1.8478260869565217
Osage,2013,0,22,87.98293478260874,110.75,33.025,12.4,9.440129945652174,21.25093,27.88586956521739,59.0,1.3315217391304348
Osage,2014,3,25,84.521847826087,99.77000000000007,35.171195652173914,4.9,9.857124739130436,23.040482000000004,33.70108695652174,93.0,1.2880434782608696
Osage,2015,0,1,84.08456521739134,99.41000000000008,45.839130434782604,9.200000000000001,8.86509047826087,19.01399,23.032608695652176,62.0,0.8152173913043478
Osage,2016,0,3,86.28467391304352,100.85,42.75163043478261,20.0,9.274790902173914,20.579848000000005,23.75,53.0,0.8913043478260869
Osage,2017,0,0,84.20391304347831,102.47000000000006,41.76467391304348,17.6,8.834697271739131,19.01399,25.233695652173914,52.0,0.8804347826086957
Osage,2018,0,5,85.1684782608696,102.47000000000006,44.06032608695652,18.400000000000002,8.668142500000002,19.461378000000003,22.472826086956523,64.0,0.8695652173913043
Osage,2019,0,0,83.00163043478264,97.43000000000004,51.035869565217396,19.400000000000002,9.108236130434785,17.89552,17.657608695652176,44.0,0.7989130434782609
Osage,2020,0,2,82.22195652173917,98.69000000000003,45.43804347826087,12.0,9.00611495652174,16.553356,22.89673913043478,59.0,0.7934782608695652
Osage,2021,1,6,84.87891304347829,99.41000000000008,43.98586956521739,13.4,8.86995339130435,23.264176000000003,23.831521739130434,61.0,0.875
Osage,2022,1,22,87.82739130434787,108.77000000000007,33.884239130434786,9.700000000000001,9.237103326086958,23.711564000000006,33.61413043478261,84.0,1.3858695652173914
Osage,2023,0,7,85.94326086956525,103.91000000000008,38.39021739130435,12.700000000000001,8.116201869565218,19.461378000000003,25.934782608695652,60.0,1.1032608695652173
Osage,2024,1,10,87.56326086956527,100.67000000000006,35.862500000000004,9.5,9.009762141304348,23.040482000000004,30.516304347826086,82.0,1.2445652173913044
San Carlos,2000,0,85,87.00663043478265,101.03000000000004,17.88858695652174,3.0,7.518063565217392,14.316416000000002,44.21195652173913,103.0,2.1630434782608696
San Carlos,2001,0,91,87.44195652173917,98.87000000000006,15.724456521739132,5.2,7.366097532608697,13.42164,45.80434782608695,100.0,2.2989130434782608
San Carlos,2002,0,92,86.77673913043482,100.85,14.032065217391304,2.9000000000000004,8.16726245652174,14.54011,56.625,118.0,2.282608695652174
San Carlos,2003,0,85,88.56597826086961,104.63000000000004,14.26304347826087,4.800000000000001,7.7454047500000005,12.974252000000002,51.45108695652174,101.0,2.3206521739130435
San Carlos,2004,0,98,84.83489130434786,97.25,14.20217391304348,3.6,7.871840489130435,14.763804000000002,52.03804347826087,104.0,2.2934782608695654
San Carlos,2005,0,83,86.07043478260874,102.83000000000004,16.57228260869565,5.300000000000001,7.46821870652174,12.526864000000002,47.41304347826087,94.0,2.2119565217391304
San Carlos,2006,0,59,84.34184782608699,100.49000000000002,20.08858695652174,3.9000000000000004,7.102284500000001,14.987498000000002,38.30978260869565,116.0,1.7771739130434783
San Carlos,2007,0,74,85.9334782608696,100.67000000000006,16.84184782608696,4.1000000000000005,7.786739510869567,19.01399,48.266304347826086,133.0,2.1739130434782608
San Carlos,2008,1,60,84.2772826086957,98.33000000000004,18.847282608695654,4.4,7.717443,17.89552,44.34782608695652,124.0,1.9782608695652173
San Carlos,2009,1,90,84.70184782608699,97.97000000000006,16.72663043478261,3.3000000000000003,7.931411173913044,15.434886000000002,48.08152173913044,107.0,2.385869565217391
San Carlos,2010,0,76,85.07456521739134,99.59000000000002,16.916304347826088,3.1,7.271270728260871,14.763804000000002,53.78260869565217,105.0,2.135869565217391
San Carlos,2011,1,86,87.22086956521743,102.11000000000008,12.258695652173913,1.0,7.460924336956523,15.211192000000002,51.52717391304348,120.0,2.358695652173913
San Carlos,2012,0,93,88.09836956521744,101.03000000000004,13.054891304347828,1.0,7.254250532608697,14.316416000000002,53.79891304347826,112.0,2.342391304347826
San Carlos,2013,0,52,84.5472826086957,104.09000000000002,19.42391304347826,2.9000000000000004,7.480375989130436,15.211192000000002,44.52173913043478,107.0,1.7771739130434783
San Carlos,2014,0,59,84.94836956521743,97.25,20.91358695652174,1.8,7.486454630434784,17.448132,45.65217391304348,107.0,1.7771739130434783
San Carlos,2015,0,45,84.1559782608696,99.59000000000002,22.71195652173913,4.9,7.46821870652174,14.316416000000002,35.58152173913044,88.0,1.6956521739130435
San Carlos,2016,0,71,85.84445652173916,105.35,18.97771739130435,3.8000000000000003,7.217778684782609,11.632088000000001,42.84782608695652,90.0,2.027173913043478
San Carlos,2017,0,88,86.85891304347831,104.09000000000002,16.582608695652176,1.8,7.138756347826088,12.526864000000002,50.63586956521739,100.0,2.282608695652174
San Carlos,2018,0,77,86.40108695652178,103.01000000000008,20.05271739130435,1.0,7.690696978260871,14.763804000000002,44.17391304347826,112.0,1.9076086956521738
San Carlos,2019,0,78,85.12543478260875,100.49000000000002,16.89184782608696,1.0,7.860898934782609,14.316416000000002,50.94565217391305,92.0,2.1793478260869565
San Carlos,2020,0,139,89.94043478260873,103.55,11.505434782608695,1.0,7.857251750000001,15.434886000000002,63.44565217391305,108.0,2.6956521739130435
San Carlos,2021,0,55,85.37880434782612,102.83000000000004,19.99021739130435,1.0,7.629910565217393,15.65858,42.43478260869565,118.0,1.809782608695652
San Carlos,2022,0,62,85.58913043478266,100.13000000000004,20.67663043478261,1.0,7.498611913043479,14.54011,39.32608695652174,112.0,1.8532608695652173
San Carlos,2023,0,109,87.77163043478265,103.55,14.495652173913046,2.7,7.739326108695653,14.54011,55.02717391304348,108.0,2.4510869565217392
San Carlos,2024,0,104,88.86826086956526,101.75,14.418478260869565,3.3000000000000003,7.593438717391305,16.777050000000003,52.97282608695652,100.0,2.4402173913043477
Warm Springs,2000,6,37,73.88961956521743,98.69000000000003,30.383152173913043,14.4,9.306399836956523,22.593094000000004,35.83423913043478,88.0,0.9836956521739131
Warm Springs,2001,1,30,75.97625000000004,99.59000000000002,28.94592391304348,13.700000000000001,8.882110673913045,27.066974000000005,35.02173913043478,74.0,1.1032608695652173
Warm Springs,2002,3,41,74.88793478260874,103.01000000000008,27.456521739130434,14.200000000000001,8.744733380434782,21.698318000000004,39.23641304347826,80.0,1.076086956521739
Warm Springs,2003,7,50,77.18929347826091,104.27000000000007,29.100271739130438,11.4,8.958093690217392,22.816788000000003,37.54347826086956,88.0,1.2146739130434783
Warm Springs,2004,0,21,74.4022282608696,103.37000000000006,35.376902173913045,15.9,9.291203233695652,21.698318000000004,28.91304347826087,67.0,0.7663043478260869
Warm Springs,2005,1,46,74.21880434782612,99.23000000000005,32.39646739130435,11.200000000000001,8.665711043478263,21.698318000000004,31.983695652173914,84.0,0.904891304347826
Warm Springs,2006,5,39,75.64119565217395,103.91000000000008,30.159782608695654,9.9,8.508882097826088,22.145706,34.66576086956522,87.0,1.078804347826087
Warm Springs,2007,0,31,73.69250000000004,101.75,31.12309782608696,9.200000000000001,8.818284940217392,21.027236000000002,36.52173913043478,83.0,0.8586956521739131
Warm Springs,2008,3,36,73.98646739130439,102.47000000000006,30.71875,13.100000000000001,8.798225423913044,24.158952000000003,36.3125,86.0,0.9755434782608695
Warm Springs,2009,4,46,75.06793478260873,101.03000000000004,30.33342391304348,10.9,8.829834358695653,22.145706,37.29891304347826,94.0,1.0951086956521738
Warm Springs,2010,3,35,72.01869565217396,98.15,35.475,9.4,8.800049016304348,24.158952000000003,34.15489130434783,81.0,0.9103260869565217
Warm Springs,2011,0,23,73.42836956521742,97.25,33.3054347826087,5.6000000000000005,8.953230777173914,21.922012000000002,31.23913043478261,70.0,0.8179347826086957
Warm Springs,2012,1,23,75.39858695652178,99.59000000000002,29.933423913043477,3.7,8.75567493478261,21.25093,34.14945652173913,74.0,1.0733695652173914
Warm Springs,2013,0,38,75.71896739130439,101.03000000000004,32.03152173913043,8.8,8.285188097826088,20.803542000000004,30.706521739130434,77.0,1.0054347826086956
Warm Springs,2014,3,54,76.65858695652177,100.85,31.520108695652176,6.7,8.677260461956523,21.922012000000002,37.82336956521739,86.0,1.1956521739130435
Warm Springs,2015,1,97,78.19739130434786,103.55,27.208695652173915,4.5,8.393995777173913,18.790296,46.59239130434783,90.0,1.4782608695652173
Warm Springs,2016,2,29,73.86173913043481,100.13000000000004,33.89945652173913,9.4,8.898523005434784,21.698318000000004,34.41847826086956,91.0,1.016304347826087
Warm Springs,2017,1,73,76.40130434782613,101.21000000000008,30.57608695652174,7.5,8.427428304347828,20.579848000000005,38.37228260869565,85.0,1.2445652173913044
Warm Springs,2018,6,59,75.90239130434787,102.83000000000004,29.442119565217393,10.8,8.347798103260871,19.908766000000004,42.21195652173913,86.0,1.1793478260869565
Warm Springs,2019,0,21,72.64478260869569,98.69000000000003,33.94402173913044,10.8,8.97329029347826,22.593094000000004,33.55978260869565,70.0,0.8858695652173914
Warm Springs,2020,0,44,75.14668478260873,102.11000000000008,30.185326086956525,6.2,8.972682429347827,23.264176000000003,39.64402173913044,96.0,1.1684782608695652
Warm Springs,2021,2,90,76.94668478260874,112.19000000000003,28.695652173913043,7.5,8.564197733695654,20.803542000000004,42.81521739130435,94.0,1.4076086956521738
Warm Springs,2022,2,36,76.96771739130439,107.69000000000003,31.289945652173916,9.1,8.464508016304348,22.593094000000004,34.255434782608695,81.0,1.0896739130434783
Warm Springs,2023,1,82,76.54657608695656,105.17000000000006,31.0866847826087,7.9,8.272422951086957,23.040482000000004,38.59510869565217,92.0,1.2608695652173914
Warm Springs,2024,0,44,74.32836956521743,103.55,32.87853260869566,8.0,8.611611135869566,23.264176000000003,38.119565217391305,82.0,0.967391304347826
