tribal_name,year,ff_days,near_thresh_days,temp_mean,temp_max,rh_mean,rh_min,wind_mean,wind_max,bi_mean,bi_max,criteria_mean
Cherokee,2018,0,2,85.43652173913047,103.01000000000008,47.6875,21.0,9.186042739130436,20.356154,21.516304347826086,53.0,0.8804347826086957
Cherokee,2019,0,0,83.02217391304352,96.89000000000001,54.922826086956526,25.700000000000003,9.432835576086958,19.685072,15.956521739130435,40.0,0.7880434782608695
Cherokee,2020,0,0,82.10065217391309,95.99000000000002,51.14673913043478,18.0,8.952622913043479,18.566602000000003,21.28804347826087,52.0,0.782608695652174
Cherokee,2021,0,4,84.10217391304352,97.43000000000004,48.80217391304348,19.900000000000002,9.169022543478262,22.816788000000003,23.244565217391305,63.0,0.8586956521739131
Cherokee,2022,0,5,86.68771739130439,106.61000000000008,40.59945652173913,10.100000000000001,9.401226641304348,25.277422000000005,28.472826086956523,84.0,1.1304347826086956
Cherokee,2023,0,1,85.59402173913047,101.57000000000006,43.4483695652174,19.6,8.355700336956522,19.01399,24.21195652173913,57.0,0.9130434782608695
Cherokee,2024,0,15,87.01543478260874,100.85,40.00217391304348,9.9,9.171454,24.606340000000003,31.293478260869566,88.0,1.1956521739130435
Chickasaw,2000,1,17,88.08076086956525,108.77000000000007,36.930978260869566,11.700000000000001,10.035836793478262,21.25093,29.108695652173914,66.0,1.201086956521739
Chickasaw,2001,0,0,86.4206521739131,106.07000000000006,41.03967391304348,20.6,9.387853630434785,20.132460000000002,26.23913043478261,52.0,0.875
Chickasaw,2002,0,1,83.41054347826092,98.87000000000006,46.358695652173914,17.2,9.474170336956522,21.027236000000002,22.358695652173914,50.0,0.8315217391304348
Chickasaw,2003,0,2,86.47836956521743,104.99000000000002,39.979891304347824,19.900000000000002,8.824971445652176,18.342908000000005,23.918478260869566,54.0,0.9402173913043478
Chickasaw,2004,0,3,84.4289130434783,97.79000000000002,43.158152173913045,11.3,9.712453076086957,19.908766000000004,22.255434782608695,57.0,0.9456521739130435
Chickasaw,2005,0,0,86.29836956521743,102.65,39.34239130434783,22.0,8.779989500000001,17.671826000000003,23.804347826086957,50.0,0.8967391304347826
Chickasaw,2006,2,13,88.41336956521744,106.25,32.5804347826087,18.5,9.559271315217392,22.369400000000002,30.842391304347824,71.0,1.2228260869565217
Chickasaw,2007,0,0,84.67836956521742,98.87000000000006,48.82228260869566,21.1,8.647475119565218,20.803542000000004,17.347826086956523,46.0,0.8586956521739131
Chickasaw,2008,1,13,86.14869565217396,106.25,38.58641304347827,14.200000000000001,9.98599193478261,28.185444000000004,27.027173913043477,64.0,1.0217391304347827
Chickasaw,2009,0,3,83.07304347826091,101.21000000000008,42.42989130434783,9.1,9.730689000000002,19.908766000000004,19.842391304347824,55.0,0.8532608695652174
Chickasaw,2010,0,5,87.97413043478265,103.73000000000005,36.55978260869565,13.0,9.437698489130435,19.685072,30.255434782608695,58.0,1.1358695652173914
Chickasaw,2011,17,84,94.354347826087,111.47000000000006,21.52880434782609,3.6,10.722723260869566,25.501116000000003,46.5,101.0,2.3152173913043477
Chickasaw,2012,0,57,91.834347826087,112.19000000000003,26.587500000000002,6.800000000000001,9.891165130434784,21.698318000000004,36.80978260869565,71.0,1.7771739130434783
Chickasaw,2013,3,27,90.5459782608696,108.95,28.36413043478261,5.4,9.785396771739132,22.145706,32.47826086956522,71.0,1.565217391304348
Chickasaw,2014,2,27,85.82782608695656,101.03000000000004,33.164130434782614,3.1,10.009090771739132,22.816788000000003,36.07608695652174,90.0,1.4184782608695652
Chickasaw,2015,1,2,85.85913043478264,101.93000000000004,44.20217391304348,7.6000000000000005,9.00854641304348,20.132460000000002,24.72826086956522,62.0,0.8695652173913043
Chickasaw,2016,0,1,86.97239130434787,101.57000000000006,42.57608695652174,21.0,9.40122664130435,19.237684,24.994565217391305,51.0,0.9293478260869565
Chickasaw,2017,0,3,85.01489130434787,99.95,39.520108695652176,11.600000000000001,9.272359445652175,20.579848000000005,27.72826086956522,57.0,0.9782608695652174
Chickasaw,2018,0,6,86.01173913043482,109.85,42.71413043478261,8.5,9.11917768478261,19.01399,25.244565217391305,61.0,0.9836956521739131
Chickasaw,2019,0,2,85.40032608695655,101.75,44.243478260869566,12.0,9.723394630434784,20.132460000000002,23.695652173913043,54.0,0.9184782608695652
Chickasaw,2020,0,1,84.19902173913047,101.93000000000004,41.807065217391305,15.100000000000001,9.250476336956522,17.448132,26.858695652173914,53.0,0.9021739130434783
Chickasaw,2021,1,11,85.29369565217395,98.51000000000008,41.90054347826087,10.0,9.211573032608696,22.145706,27.945652173913043,60.0,1.0054347826086956
Chickasaw,2022,0,39,89.06782608695656,110.93000000000004,31.492391304347827,8.8,9.412168195652175,20.803542000000004,35.608695652173914,70.0,1.5326086956521738
Chickasaw,2023,0,18,88.10423913043482,107.51000000000008,36.34510869565217,10.0,8.708261532608697,17.448132,28.570652173913043,72.0,1.266304347826087
Chickasaw,2024,0,12,88.56402173913048,103.55,36.66358695652174,8.200000000000001,9.159296717391305,22.593094000000004,31.71195652173913,79.0,1.2391304347826086
Choctaw,2000,2,1,86.77771739130439,107.87000000000006,43.884239130434786,13.5,10.220627489130436,23.711564000000006,21.032608695652176,58.0,0.9782608695652174
Choctaw,2001,0,0,84.8759782608696,99.41000000000008,47.95815217391305,22.700000000000003,9.407305282608696,21.25093,17.96195652173913,44.0,0.8478260869565217
Choctaw,2002,0,0,83.12978260869569,95.81000000000009,51.33641304347826,21.6,9.581154423913045,23.264176000000003,16.907608695652176,44.0,0.842391304347826
Choctaw,2003,0,1,84.74293478260874,101.21000000000008,44.959782608695654,24.8,9.50942645652174,24.382646,20.33695652173913,55.0,0.7880434782608695
Choctaw,2004,0,0,83.34206521739135,95.81000000000009,47.77282608695653,21.0,10.407849641304349,21.698318000000004,19.79891304347826,49.0,0.9402173913043478
Choctaw,2005,0,0,87.01641304347831,101.03000000000004,40.12119565217392,21.8,9.23224041304348,20.356154,21.217391304347824,49.0,0.9021739130434783
Choctaw,2006,1,4,86.0489130434783,104.27000000000007,38.00597826086957,21.400000000000002,10.34706322826087,22.369400000000002,23.956521739130434,52.0,0.9239130434782609
Choctaw,2007,0,0,82.76978260869569,98.33000000000004,54.551086956521736,26.700000000000003,9.086353021739132,22.593094000000004,14.407608695652174,43.0,0.7934782608695652
Choctaw,2008,0,4,82.93902173913048,100.49000000000002,49.832608695652176,18.2,10.338553130434784,29.08022,21.152173913043477,57.0,0.8206521739130435
